NTSBNumber,AccidentReport,AccidentDate,City,StateOrRegion,Country,Latitude,Longitude,FatalInjuries,SeriousInjuries,HighestInjuryLevel,AircraftNumber,DamageLevel,AircraftCategory,RegulationFlightConductedUnder,FlightScheduledType,FlightTerminalType,FlightServiceType,FlightOperationType,DefiningEvent,PhaseOfFlight,IntentionalAct
GAA19CA166,AccidentReport,3/9/19,Land O' Lakes,Wisconsin,United States,46.189167,-89.250556,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA171,AccidentReport,3/9/19,Chandler,Arizona,United States,33.270832,-111.806945,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
CEN19WA096,AccidentReport,3/10/19,Escuintla,Other Foreign,United States,14.38,-90.82,2,,Fatal,1,Substantial,Airplane,"Non-U.S., non-commercial",,,,,Other,Maneuvering,
GAA19CA161,AccidentReport,3/11/19,Benton,Kansas,United States,37.774444,-97.113334,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA163,AccidentReport,3/11/19,PARMA,Idaho,United States,43.778888,-116.938613,,,None,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Loss of Control on Ground,Landing,
GAA19CA172,AccidentReport,3/11/19,Oskaloosa,Iowa,United States,41.226112,-92.493888,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
CEN19LA098,AccidentReport,3/12/19,Waterloo,Illinois,United States,38.362777,-90.10028,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19FA124,AccidentReport,3/12/19,Madeira,Ohio,United States,39.179443,-84.380279,1,0,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Aerial observation,Loss of Control In-Flight,Enroute,
ERA19LA123,AccidentReport,3/12/19,Latrobe,Pennsylvania,United States,40.273056,-79.408332,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Business,Abnormal Runway Contact,Landing,
GAA19CA165,AccidentReport,3/12/19,Akron,Colorado,United States,40.175556,-103.221946,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA19LA126,AccidentReport,3/13/19,Ponte Vedra Beach,Florida,United States,30.206111,-81.403335,0,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Public aircraft - local,System/Component Failure - Powerplant,Maneuvering,
ERA19LA131,AccidentReport,3/13/19,Brevard,North Carolina,United States,35.269721,-82.643608,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Takeoff,
ERA19LA160,AccidentReport,3/13/19,Easton,Maryland,United States,38.779724,-76.088058,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Approach,
ERA19TA129,AccidentReport,3/13/19,St. Petersburg,Florida,United States,27,-82,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA168,AccidentReport,3/13/19,Keene,New Hampshire,United States,42.898334,-72.270835,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Bird Strike,Enroute,
WPR19FA095,AccidentReport,3/13/19,Compton,California,United States,33.889446,-118.24083,1,1,Fatal,1,Minor,Airplane,Part 91: General aviation,,,,Personal,Runway Incursion - Vehicle,Landing,
WPR19FA095,AccidentReport,3/13/19,Compton,California,United States,33.889446,-118.24083,1,1,Fatal,2,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Runway Incursion - Vehicle,Landing,
CEN19FA099,AccidentReport,3/14/19,Lakeway,Texas,United States,30.351388,-97.993888,1,1,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,System/Component Failure - Powerplant,Approach,
ERA19FA130,AccidentReport,3/14/19,Cashiers,North Carolina,United States,35.0625,-83.153892,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Enroute,
ERA19TA133,AccidentReport,3/14/19,Sanford,Florida,United States,28.776945,-81.235,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Other,Taxi,
WPR19LA114,AccidentReport,3/14/19,San Diego,California,United States,32.815555,-117.13972,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
GAA19CA167,AccidentReport,3/15/19,Yakima,Washington,United States,46.566944,-120.537223,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA169,AccidentReport,3/15/19,Madras,Oregon,United States,44.670276,-121.155281,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA170,AccidentReport,3/15/19,Moberly,Missouri,United States,39.464168,-92.431945,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Positioning,Loss of Control on Ground,Landing,
GAA19CA173,AccidentReport,3/15/19,Independence,Iowa,United States,42.456943,-91.947776,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
ANC19LA015,AccidentReport,3/16/19,Talkeetna,Alaska,United States,62.333057,-150.078613,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Takeoff,
WPR19FA096,AccidentReport,3/16/19,Riverside,California,United States,33.938331,-117.486389,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
CEN19FA100,AccidentReport,3/17/19,Plain City,Ohio,United States,40.188331,-83.204444,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Business,Loss of Control In-Flight,Enroute,
WPR19LA097,AccidentReport,3/17/19,Newberg,Oregon,United States,45.320713,-122.980163,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR19LA098,AccidentReport,3/17/19,Reno,Nevada,United States,39.669998,-119.879997,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19FA104,AccidentReport,3/18/19,Yukon,Oklahoma,United States,35.604442,-97.705558,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,Non-scheduled,Domestic,,Personal,Loss of Control In-Flight,Initial Climb,
GAA19CA189,AccidentReport,3/18/19,Corvallis,Oregon,United States,44.497222,-123.289443,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
CEN19LA106,AccidentReport,3/20/19,Madill,Oklahoma,United States,34.30389,-97.020553,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Other,Enroute,
ERA19LA132,AccidentReport,3/20/19,Sharpsburg,Georgia,United States,33.383335,-84.631668,,1,Serious,1,Substantial,Weight-shift,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA176,AccidentReport,3/20/19,Savannah,Georgia,United States,32.128334,-81.198333,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fire - Non-Impact,Standing,
GAA19CA181,AccidentReport,3/20/19,Kailua-Kona,Hawaii,United States,19.808055,-155.998336,,,Minor,1,Substantial,Weight-shift,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
CEN19LA130,AccidentReport,3/21/19,Milton,Louisiana,United States,30.093334,-92.076942,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
GAA19CA190,AccidentReport,3/21/19,Hollywood,Florida,United States,25.998888,-80.24028,,,None,1,Minor,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Taxi,
GAA19CA190,AccidentReport,3/21/19,Hollywood,Florida,United States,25.998888,-80.24028,,,None,2,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Ground Collision,Standing,
CEN19LA107,AccidentReport,3/23/19,Loveland,Colorado,United States,40.451946,-105.01139,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Approach,
CEN19LA108,AccidentReport,3/23/19,Lafayette,Louisiana,United States,30.24047,-91.989685,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Taxi,
ERA19FA134,AccidentReport,3/23/19,Calhoun,Georgia,United States,34.451389,-84.950836,1,,Fatal,1,Substantial,Airplane,Part 91: General aviation,,,,Flight test,Loss of Control In-Flight,Approach,
GAA19CA178,AccidentReport,3/23/19,Mecosta,Michigan,United States,43.576946,-85.283889,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19LA101,AccidentReport,3/23/19,Deming,New Mexico,United States,32.260242,-107.749702,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Initial Climb,
ERA19LA135,AccidentReport,3/24/19,Blanch,North Carolina,United States,36.4925,-79.311668,,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA19LA137,AccidentReport,3/24/19,FORT LAUDERDALE,Florida,United States,26.071388,-80.14167,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Non-power,Enroute,
GAA19CA177,AccidentReport,3/24/19,Fayetteville,Arkansas,United States,35.979999,-94.069999,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control In-Flight,Initial Climb,
GAA19CA180,AccidentReport,3/24/19,Tampa,Florida,United States,27.975555,-82.533332,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Bird Strike,Enroute,
GAA19CA234,AccidentReport,3/24/19,Philadelphia,Pennsylvania,United States,40.087501,-75.005554,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Other work use,Abnormal Runway Contact,Landing,
ERA19LA136,AccidentReport,3/25/19,Clewiston,Florida,United States,26.32361,-80.943336,0,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Enroute,
CEN19LA111,AccidentReport,3/26/19,Newton,Kansas,United States,38.067779,-97.275276,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ERA19LA138,AccidentReport,3/26/19,McAlpin,Florida,United States,30.118055,-82.915275,0,0,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Fuel Related,Takeoff,
GAA19CA193,AccidentReport,3/26/19,Pella,Iowa,United States,41.401111,-92.945831,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Abnormal Runway Contact,Landing,
CEN19FA109,AccidentReport,3/27/19,Montogomery,Texas,United States,30.510278,-95.770835,1,2,Fatal,1,Substantial,Helicopter,Public aircraft,,,,Public aircraft - federal,System/Component Failure - Powerplant,Maneuvering,
ERA19LA139,AccidentReport,3/27/19,Sevierville,Tennessee,United States,35.83361,-83.494445,0,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Maneuvering,
CEN19LA113,AccidentReport,3/28/19,Spring,Texas,United States,30.061666,-95.55278,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Taxi,
ERA19CA289,AccidentReport,3/28/19,Winder,Georgia,United States,33.982776,-83.667221,0,0,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Collision on Takeoff or Landing,Approach,
GAA19CA185,AccidentReport,3/28/19,Hermiston,Oregon,United States,45.819999,-119.28083,,,Minor,1,Substantial,Airplane,Part 137: Agricultural,,,,Aerial application,Other,Approach,
CEN19TA112,AccidentReport,3/29/19,Aberdeen,Mississippi,United States,33.877777,-88.487503,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA186,AccidentReport,3/29/19,Valley Center,California,United States,33.317222,-117.043609,,1,Serious,1,Substantial,Helicopter,Part 137: Agricultural,,,,Aerial application,Abnormal Runway Contact,Takeoff,
GAA19CA198,AccidentReport,3/29/19,Ormond Beach,Florida,United States,29.301111,-81.113891,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA19LA141,AccidentReport,3/30/19,Palatka,Florida,United States,29.718334,-81.673057,,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA145,AccidentReport,3/30/19,Montgomery,New York,United States,41.539443,-74.306945,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Initial Climb,
ERA19TA146,AccidentReport,3/30/19,Fort Myers,Florida,United States,26.586666,-81.863334,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
WPR19LA105,AccidentReport,3/30/19,Copalis,Washington,United States,47.069999,-124.11972,,,None,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Landing,
GAA19CA184,AccidentReport,3/31/19,Afton,Wyoming,United States,42.708889,-110.942222,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Abnormal Runway Contact,Landing,
GAA19CA191,AccidentReport,3/31/19,Swainsboro,Georgia,United States,32.609165,-82.370002,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA192,AccidentReport,3/31/19,Stephenville,Texas,United States,32.215278,-98.17778,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
WPR19FA103,AccidentReport,3/31/19,Farmington,New Mexico,United States,36.218334,-108.016387,1,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Personal,Unintended Flight Into IMC,Enroute,
WPR19LA102,AccidentReport,3/31/19,Placerville,California,United States,38.728054,-120.745277,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
WPR19LA104,AccidentReport,4/1/19,Napa,California,United States,38.375,-122.336669,,1,Serious,1,None,Balloon,Part 91: General aviation,,,,Business,Windshear/Thunderstorm,Enroute,
CEN19LA116,AccidentReport,4/2/19,Lafe,Arkansas,United States,36.204444,-90.548889,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Controlled Flight Into Terrain,Approach,
GAA19CA194,AccidentReport,4/2/19,Clemson,South Carolina,United States,34.671943,-82.883613,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Landing,
GAA19CA195,AccidentReport,4/2/19,Taunton,Massachusetts,United States,41.874443,-71.016387,,,None,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,,Maneuvering,
CEN19LA132,AccidentReport,4/3/19,Prairieville,Louisiana,United States,30.346389,-91.029441,,1,Serious,1,Minor,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA196,AccidentReport,4/3/19,Lakeland,Florida,United States,27.987499,-82.01889,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Ground Collision,Taxi,
ERA19FA142,AccidentReport,4/4/19,Tampa,Florida,United States,27.943332,-82.401947,1,1,Fatal,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
ERA19LA143,AccidentReport,4/4/19,Edgefield,South Carolina,United States,33.76889,-81.986663,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Enroute,
GAA19CA199,AccidentReport,4/4/19,Monument Valley,Utah,United States,37.016666,-110.200553,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA200,AccidentReport,4/4/19,Fort Worth,Texas,United States,32.93111,-97.411666,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
ERA19LA144,AccidentReport,4/6/19,Clover,Virginia,United States,36.819721,-78.783058,0,1,Serious,1,Destroyed,Helicopter,Part 91: General aviation,,,,Personal,Collision on Takeoff or Landing,Initial Climb,
ERA19CA148,AccidentReport,4/8/19,Lancaster,Pennsylvania,United States,40.118888,-76.299446,0,0,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Takeoff,
WPR19FA106,AccidentReport,4/8/19,Santa Fe,New Mexico,United States,35.621946,-106.10339,2,,Fatal,1,Destroyed,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control In-Flight,Initial Climb,
CEN19FA117,AccidentReport,4/9/19,Harlingen,Texas,United States,26.292499,-97.764999,1,,Fatal,1,Destroyed,Airplane,Part 137: Agricultural,,,,Aerial application,Low Altitude Operation,Maneuvering,
ERA19CA147,AccidentReport,4/10/19,Gallatin,Tennessee,United States,36.375,-86.408332,,,Minor,1,Substantial,Helicopter,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Maneuvering,
GAA19CA202,AccidentReport,4/10/19,Sisters,Oregon,United States,45.588611,-122.596946,,,Minor,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
ERA19LA149,AccidentReport,4/11/19,Meriden,Connecticut,United States,41.526943,-72.83139,0,2,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
ERA19LA151,AccidentReport,4/11/19,Fulton,New York,United States,43.329166,-76.413887,0,1,Serious,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,System/Component Failure - Powerplant,Approach,
GAA19CA203,AccidentReport,4/11/19,Fullteron,California,United States,33.871944,-117.979721,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Instructional,Loss of Control on Ground,Landing,
GAA19CA204,AccidentReport,4/11/19,Marysville,Ohio,United States,40.224723,-83.35028,,,None,1,Substantial,Airplane,Part 91: General aviation,,,,Personal,Loss of Control on Ground,Landing,
GAA19CA209,AccidentReport,4/12/19,Big Pine,Florida,United States,24.727222,-81.389999,,,None,1,Substantial,Helicopter,Public aircraft,,,,Public aircraft - local,Loss of Control on Ground,Standing,
